date,open,high,low,close,volume
2005-09-30,3686.300048828125,3858.949951171875,3686.300048828125,3807.39990234375,0
2005-10-31,3822.449951171875,3922.800048828125,3399.64990234375,3478.64990234375,0
2005-11-30,3520.050048828125,3896.85009765625,3477.0,3832.5,0
2005-12-31,3844.10009765625,4033.550048828125,3825.39990234375,4030.449951171875,0
2006-01-31,4044.550048828125,4376.39990234375,4039.60009765625,4308.14990234375,0
2006-02-28,4316.5498046875,4490.25,4249.10009765625,4395.9501953125,0
2006-03-31,4404.4501953125,4797.64990234375,4397.64990234375,4787.14990234375,0
2006-04-30,4796.39990234375,5081.9501953125,4676.5,5021.25,0
2006-05-31,5183.39990234375,5349.35009765625,3999.550048828125,4399.60009765625,0
2006-06-30,4439.2998046875,4473.39990234375,3303.199951171875,3944.64990234375,0
2006-07-31,3966.800048828125,4019.10009765625,3542.25,3877.800048828125,0
2006-08-31,3882.949951171875,4377.9501953125,3835.550048828125,4307.14990234375,0
2006-09-30,4311.35009765625,4697.75,4300.14990234375,4691.64990234375,0
2006-10-31,4710.64990234375,4873.64990234375,4659.89990234375,4834.7001953125,0
2006-11-30,4850.75,5127.7998046875,4824.0,5069.0,0
2006-12-31,5110.85009765625,5200.9501953125,4655.64990234375,5199.75,0
2007-01-31,5134.10009765625,5373.5,5051.60009765625,5279.5498046875,0
2007-02-28,5294.75,5455.75,4751.0498046875,4877.35009765625,0
2007-03-31,4872.2998046875,4975.2998046875,4475.89990234375,4850.0498046875,0
2007-04-30,4751.7998046875,5321.25,4655.2001953125,5245.7001953125,0
2007-05-31,5307.14990234375,5695.64990234375,5190.0,5644.14990234375,0
2007-06-30,5673.2998046875,5978.25,5460.85009765625,5975.64990234375,0
2007-07-31,5989.5498046875,6365.85009765625,5912.25,6177.7001953125,0
2007-08-31,6131.0498046875,6207.89990234375,5420.2998046875,6043.7998046875,0
2007-09-30,6066.89990234375,6873.2001953125,6066.89990234375,6867.2001953125,0
2007-10-31,6897.0,7526.25,6462.9501953125,7450.35009765625,0
2007-11-30,7491.5,8225.099609375,7178.85009765625,7993.7001953125,0
2007-12-31,8043.0498046875,9232.7998046875,8043.0498046875,9199.849609375,0
2008-01-31,9248.650390625,9781.7001953125,6124.60009765625,7308.0498046875,0
2008-02-29,7401.9501953125,7631.39990234375,6612.2001953125,7245.7998046875,0
2008-03-31,7127.7998046875,7127.7998046875,5666.75,6240.64990234375,0
2008-04-30,6289.0,7084.5498046875,6065.89990234375,7004.7998046875,0
2008-05-31,7104.0498046875,7192.39990234375,6481.0498046875,6562.7001953125,0
2008-06-30,6597.39990234375,6619.35009765625,5214.5,5238.85009765625,0
2008-07-31,5244.14990234375,5705.9501953125,4824.75,5536.9501953125,0
2008-08-31,5516.75,6015.89990234375,5469.2998046875,5698.9501953125,0
2008-09-30,5664.14990234375,5879.25,4628.0498046875,4890.7001953125,0
2008-10-31,4923.25,4972.14990234375,3080.14990234375,3506.39990234375,0
2008-11-30,3619.550048828125,3884.699951171875,3226.39990234375,3309.64990234375,0
2008-12-31,3296.449951171875,3842.85009765625,3169.699951171875,3735.60009765625,0
2009-01-31,3839.050048828125,3977.64990234375,3283.5,3357.35009765625,0
2009-02-28,3343.25,3519.35009765625,3136.949951171875,3175.699951171875,0
2009-03-31,3148.5,3415.89990234375,2930.75,3407.449951171875,0
2009-04-30,3418.25,4051.89990234375,3395.449951171875,3860.800048828125,0
2009-05-31,3882.39990234375,5387.10009765625,3882.39990234375,5353.5498046875,0
2009-06-30,5462.75,5805.7001953125,5149.25,5427.25,0
2009-07-31,5458.85009765625,5995.0,4958.25,5950.2001953125,0
2009-08-31,5969.10009765625,6154.4501953125,5634.39990234375,6117.89990234375,0
2009-09-30,6153.25,6715.64990234375,6014.64990234375,6713.2998046875,0
2009-10-31,6729.5498046875,7230.0,6482.85009765625,6579.7998046875,0
2009-11-30,6558.0498046875,7315.39990234375,6370.85009765625,7149.2001953125,0
2009-12-31,7204.64990234375,7476.7001953125,7106.75,7432.7998046875,0
2010-01-31,7460.2998046875,7885.35009765625,6955.60009765625,7201.85009765625,0
2010-02-28,7171.10009765625,7446.2001953125,7005.9501953125,7167.25,0
2010-03-31,7242.5,7725.2998046875,7242.5,7704.89990234375,0
2010-04-30,7750.4501953125,8071.9501953125,7746.39990234375,8061.10009765625,0
2010-05-31,8058.0,8099.39990234375,7355.60009765625,7755.9501953125,0
2010-06-30,7746.5498046875,8184.25,7645.25,8130.85009765625,0
2010-07-31,8096.10009765625,8493.599609375,8076.7998046875,8415.2998046875,0
2010-08-31,8460.0498046875,9036.2998046875,8460.0498046875,8679.849609375,0
2010-09-30,8732.900390625,9317.7998046875,8716.400390625,9164.25,0
2010-10-31,9209.900390625,9640.4501953125,9205.2001953125,9360.7001953125,0
2010-11-30,9462.650390625,9853.4501953125,8351.0498046875,8907.5,0
2010-12-31,8925.7998046875,9258.4501953125,8290.400390625,8857.2001953125,0
2011-01-31,8920.5498046875,8978.4501953125,7723.5498046875,7922.5,0
2011-02-28,7952.0,7971.4501953125,7219.39990234375,7370.10009765625,0
2011-03-31,7426.0498046875,8084.85009765625,7426.0498046875,8040.14990234375,0
2011-04-30,8040.5,8451.0498046875,8039.0498046875,8200.9501953125,0
2011-05-31,8201.2998046875,8237.349609375,7734.0498046875,8064.7998046875,0
2011-06-30,8065.5,8111.10009765625,7558.0498046875,7971.5,0
2011-07-31,7972.60009765625,8247.9501953125,7968.14990234375,8017.35009765625,0
2011-08-31,8021.5,8112.5,7020.14990234375,7294.75,0
2011-09-30,7296.0,7552.0,7005.2998046875,7094.0,0
