date,open,high,low,close,adj close,volume,dividends,stock splits
2006-03-14 00:00:00+05:30,160.0,163.0,128.10000610351562,155.5,115.7547836303711,3649008,0.0,0.0
2006-03-16 00:00:00+05:30,154.0,154.5,148.75,151.10000610351562,112.47942352294922,889792,0.0,0.0
2006-03-17 00:00:00+05:30,151.89999389648438,154.89999389648438,150.0,152.8000030517578,113.74491882324219,265626,0.0,0.0
2006-03-20 00:00:00+05:30,153.60000610351562,155.0,150.9499969482422,153.10000610351562,113.96822357177734,272437,0.0,0.0
2006-03-21 00:00:00+05:30,153.8000030517578,154.0,151.0,151.14999389648438,112.51664733886719,84770,0.0,0.0
2006-03-22 00:00:00+05:30,151.4499969482422,152.39999389648438,149.75,152.0500030517578,113.18663024902344,139429,0.0,0.0
2006-03-23 00:00:00+05:30,152.0500030517578,154.39999389648438,151.10000610351562,153.1999969482422,114.04264068603516,227191,0.0,0.0
2006-03-24 00:00:00+05:30,153.0,156.60000610351562,152.0500030517578,155.14999389648438,115.49425506591797,301547,0.0,0.0
2006-03-27 00:00:00+05:30,155.14999389648438,164.4499969482422,155.14999389648438,162.3000030517578,120.81674194335938,631906,0.0,0.0
2006-03-28 00:00:00+05:30,162.89999389648438,164.0,158.5,162.9499969482422,121.3006362915039,180920,0.0,0.0
2006-03-29 00:00:00+05:30,162.89999389648438,166.0,155.10000610351562,164.10000610351562,122.15666961669922,214117,0.0,0.0
2006-03-30 00:00:00+05:30,165.0,170.4499969482422,162.5,166.10000610351562,123.64549255371094,292600,0.0,0.0
2006-03-31 00:00:00+05:30,162.5,176.5,162.10000610351562,175.3000030517578,130.4940185546875,255759,0.0,0.0
2006-04-03 00:00:00+05:30,178.0,180.0,172.0,175.5500030517578,130.68008422851562,201419,0.0,0.0
2006-04-04 00:00:00+05:30,177.5,180.89999389648438,172.10000610351562,174.89999389648438,130.1962127685547,112833,0.0,0.0
2006-04-05 00:00:00+05:30,175.0,179.0,174.0,177.64999389648438,132.2433319091797,145990,0.0,0.0
2006-04-07 00:00:00+05:30,175.0,183.9499969482422,174.0,175.60000610351562,130.7173309326172,306950,0.0,0.0
