date,open,high,low,close,adj_close,volume,dividends,stock_splits
2002-07-01,5.25,5.349999904632568,5.125,5.275000095367432,3.823553323745728,121880,0.0,0.0
2002-07-02,5.324999809265137,5.5,5.25,5.462500095367432,3.959464073181152,231080,0.0,0.0
2002-07-03,5.525000095367432,5.525000095367432,5.3125,5.400000095367432,3.914159059524536,218240,0.0,0.0
2002-07-04,5.487500190734863,5.712500095367432,5.4375,5.550000190734863,4.022885799407959,354252,0.0,0.0
2002-07-05,5.6875,5.6875,5.375,5.4375,3.941340923309326,272724,0.0,0.0
2002-07-08,5.5,6.525000095367432,5.4375,6.199999809265137,4.494034290313721,1308144,0.0,0.0
2002-07-09,6.474999904632568,6.474999904632568,6.025000095367432,6.074999809265137,4.403429985046387,424868,0.0,0.0
2002-07-10,6.375,6.375,5.762499809265137,5.8125,4.213158130645752,197460,0.0,0.0
2002-07-11,5.8125,5.949999809265137,5.75,5.862500190734863,4.2494001388549805,191124,0.0,0.0
2002-07-12,5.875,6.0625,5.650000095367432,5.724999904632568,4.149734020233154,126332,0.0,0.0
2002-07-15,5.699999809265137,5.875,5.375,5.574999809265137,4.041007518768311,88052,0.0,0.0
2002-07-16,5.5625,5.75,5.474999904632568,5.512499809265137,3.995704650878906,86320,0.0,0.0
2002-07-17,5.474999904632568,5.5,5.224999904632568,5.349999904632568,4.014464855194092,77400,0.1875,0.0
2002-07-18,5.449999809265137,5.587500095367432,5.3125,5.5,4.127017974853516,79652,0.0,0.0
2002-07-19,5.287499904632568,5.599999904632568,5.287499904632568,5.5,4.127017974853516,56440,0.0,0.0
2002-07-22,5.025000095367432,5.275000095367432,4.912499904632568,5.050000190734863,3.789353609085083,51304,0.0,0.0
2002-07-23,5.050000190734863,5.375,4.787499904632568,5.199999809265137,3.901908874511719,110144,0.0,0.0
2002-07-24,5.099999904632568,5.324999809265137,5.074999809265137,5.1875,3.892530679702759,83856,0.0,0.0
2002-07-25,5.275000095367432,5.375,5.125,5.275000095367432,3.958184719085693,82932,0.0,0.0
2002-07-26,5.150000095367432,5.150000095367432,4.9375,5.050000190734863,3.789353609085083,273112,0.0,0.0
2002-07-29,5.137499809265137,5.224999904632568,4.800000190734863,5.1875,3.892530679702759,239552,0.0,0.0
2002-07-30,5.199999809265137,5.349999904632568,4.949999809265137,5.012499809265137,3.7612144947052,282800,0.0,0.0
2002-07-31,4.887499809265137,5.449999809265137,4.875,5.25,3.939427137374878,72000,0.0,0.0
2002-08-01,5.150000095367432,5.25,4.875,5.112500190734863,3.836252212524414,444644,0.0,0.0
2002-08-02,5.012499809265137,5.025000095367432,4.875,4.962500095367432,3.72369647026062,19180,0.0,0.0
2002-08-05,4.875,5.175000190734863,4.875,5.0,3.751834154129028,54172,0.0,0.0
2002-08-06,5.112500190734863,5.125,4.949999809265137,4.987500190734863,3.7424566745758057,85332,0.0,0.0
2002-08-07,5.0,5.125,5.0,5.0625,3.798732280731201,14244,0.0,0.0
2002-08-08,5.175000190734863,5.237500190734863,4.925000190734863,4.925000190734863,3.695557594299317,25504,0.0,0.0
2002-08-09,5.074999809265137,5.087500095367432,4.887499809265137,4.925000190734863,3.695557594299317,10600,0.0,0.0
2002-08-12,5.074999809265137,5.074999809265137,4.875,4.900000095367432,3.6767985820770255,8220,0.0,0.0
2002-08-13,4.875,5.125,4.875,5.099999904632568,3.826870918273926,16808,0.0,0.0
2002-08-14,5.025000095367432,5.025000095367432,4.712500095367432,4.737500190734863,3.5548644065856934,27600,0.0,0.0
2002-08-15,4.737500190734863,4.737500190734863,4.737500190734863,4.737500190734863,3.5548644065856934,0,0.0,0.0
2002-08-16,4.8125,4.887499809265137,4.712500095367432,4.724999904632568,3.5454843044281006,32000,0.0,0.0
2002-08-19,4.837500095367432,4.849999904632568,4.699999809265137,4.787499904632568,3.59238076210022,32616,0.0,0.0
2002-08-20,4.75,4.824999809265137,4.699999809265137,4.724999904632568,3.5454843044281006,16804,0.0,0.0
2002-08-21,4.75,4.925000190734863,4.699999809265137,4.849999904632568,3.63927960395813,12136,0.0,0.0
2002-08-22,4.824999809265137,4.925000190734863,4.824999809265137,4.875,3.658039331436157,22200,0.0,0.0
2002-08-23,5.0,5.087500095367432,4.887499809265137,5.0,3.751834154129028,50896,0.0,0.0
2002-08-26,4.9375,5.0,4.900000095367432,4.949999809265137,3.7143163681030273,116596,0.0,0.0
2002-08-27,4.912499904632568,5.025000095367432,4.837500095367432,4.875,3.658039331436157,183612,0.0,0.0
2002-08-28,4.9375,4.949999809265137,4.650000095367432,4.675000190734863,3.5079658031463623,104060,0.0,0.0
2002-08-29,4.737500190734863,4.737500190734863,4.512499809265137,4.5625,3.423550128936768,39916,0.0,0.0
2002-08-30,4.625,4.625,4.387499809265137,4.462500095367432,3.348513603210449,22588,0.0,0.0
2002-09-02,4.662499904632568,4.699999809265137,4.5,4.525000095367432,3.395411491394043,56444,0.0,0.0
2002-09-03,4.550000190734863,4.574999809265137,4.0625,4.387499809265137,3.2922356128692627,46540,0.0,0.0
2002-09-04,4.487500190734863,4.5,4.125,4.387499809265137,3.2922356128692627,73292,0.0,0.0
2002-09-05,4.487500190734863,4.5,4.425000190734863,4.449999809265137,3.33913254737854,55312,0.0,0.0
2002-09-06,4.425000190734863,4.487500190734863,4.375,4.400000095367432,3.301614999771118,22760,0.0,0.0
2002-09-09,4.412499904632568,4.4375,4.375,4.4375,3.329753160476685,12424,0.0,0.0
2002-09-10,4.4375,4.4375,4.4375,4.4375,3.329753160476685,0,0.0,0.0
2002-09-11,4.487500190734863,4.487500190734863,4.400000095367432,4.425000190734863,3.320374727249145,8344,0.0,0.0
2002-09-12,4.487500190734863,4.5,4.425000190734863,4.5,3.376651763916016,6800,0.0,0.0
2002-09-13,4.75,4.75,4.462500095367432,4.474999904632568,3.357891798019409,99564,0.0,0.0
2002-09-16,4.425000190734863,4.550000190734863,4.375,4.400000095367432,3.301614999771118,16724,0.0,0.0
2002-09-17,4.375,4.462500095367432,4.375,4.412499904632568,3.3109943866729736,4416,0.0,0.0
2002-09-18,4.487500190734863,4.487500190734863,4.375,4.462500095367432,3.348513603210449,6080,0.0,0.0
2002-09-19,4.462500095367432,4.462500095367432,4.25,4.262499809265137,3.198439359664917,32492,0.0,0.0
2002-09-20,4.5,4.5,4.25,4.375,3.282855749130249,10812,0.0,0.0
2002-09-23,4.287499904632568,4.462500095367432,4.275000095367432,4.387499809265137,3.2922356128692627,5520,0.0,0.0
2002-09-24,4.337500095367432,4.337500095367432,4.162499904632568,4.175000190734863,3.1327829360961914,42800,0.0,0.0
2002-09-25,4.25,4.25,4.137499809265137,4.150000095367432,3.1140236854553223,5452,0.0,0.0
2002-09-26,4.1875,4.275000095367432,4.1875,4.224999904632568,3.1703007221221924,4500,0.0,0.0
2002-09-27,4.25,4.3125,4.224999904632568,4.3125,3.235957384109497,12000,0.0,0.0
2002-09-30,4.275000095367432,4.287499904632568,4.224999904632568,4.237500190734863,3.179680824279785,18400,0.0,0.0
2002-10-01,4.25,4.25,4.175000190734863,4.175000190734863,3.1327829360961914,27780,0.0,0.0
2002-10-02,4.175000190734863,4.175000190734863,4.175000190734863,4.175000190734863,3.1327829360961914,0,0.0,0.0
