date,open,high,low,close,adj close,volume,dividends,stock splits,"('date', '')","('adj close', 'ccl')","('close', 'ccl')","('high', 'ccl')","('low', 'ccl')","('open', 'ccl')","('volume', 'ccl')","('date', '').1","('adj close', 'ccl').1","('close', 'ccl').1","('high', 'ccl').1","('low', 'ccl').1","('open', 'ccl').1","('volume', 'ccl').1","('date', '').2","('adj close', 'ccl').2","('close', 'ccl').2","('high', 'ccl').2","('low', 'ccl').2","('open', 'ccl').2","('volume', 'ccl').2","('date', '').3","('adj close', 'ccl').3","('close', 'ccl').3","('high', 'ccl').3","('low', 'ccl').3","('open', 'ccl').3","('volume', 'ccl').3","('date', '')","('adj close', 'ccl')","('close', 'ccl')","('high', 'ccl')","('low', 'ccl')","('open', 'ccl')","('volume', 'ccl')"
2004-06-07 00:00:00+05:30,6.650000095367432,6.650000095367432,6.329999923706055,6.550000190734863,4.956291675567627,51770.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-08 00:00:00+05:30,6.724999904632568,6.974999904632568,6.5,6.760000228881836,5.115195274353027,77770.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-09 00:00:00+05:30,6.989999771118164,7.300000190734863,6.730000019073486,7.039999961853027,5.327067852020264,30510.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-10 00:00:00+05:30,7.300000190734863,7.349999904632568,6.710000038146973,6.849999904632568,5.183296203613281,38840.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-11 00:00:00+05:30,7.349999904632568,7.349999904632568,6.599999904632568,6.690000057220459,5.062227249145508,29670.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-14 00:00:00+05:30,6.570000171661377,6.590000152587891,6.309999942779541,6.445000171661377,4.876839637756348,31100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-15 00:00:00+05:30,6.315000057220459,6.644999980926514,6.224999904632568,6.590000152587891,4.986559867858887,39490.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-16 00:00:00+05:30,6.315000057220459,6.599999904632568,6.315000057220459,6.389999866485596,4.835221290588379,40480.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-17 00:00:00+05:30,6.400000095367432,6.5,6.300000190734863,6.315000057220459,4.778469562530518,34000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-18 00:00:00+05:30,6.400000095367432,6.400000095367432,6.269999980926514,6.304999828338623,4.770902633666992,42200.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-21 00:00:00+05:30,6.159999847412109,6.579999923706055,6.059999942779541,6.059999942779541,4.585515975952148,59220.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-22 00:00:00+05:30,6.199999809265137,6.34499979019165,5.849999904632568,6.199999809265137,4.691451072692871,33350.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 00:00:00+05:30,6.199999809265137,6.215000152587891,6.0,6.135000228881836,4.642266750335693,38250.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-24 00:00:00+05:30,6.480000019073486,6.489999771118164,6.050000190734863,6.135000228881836,4.642266750335693,49050.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
