date,open,high,low,close,adj close,volume,dividends,stock splits,"('date', '')","('adj close', 'hal')","('close', 'hal')","('high', 'hal')","('low', 'hal')","('open', 'hal')","('volume', 'hal')","('date', '')","('adj close', 'hal')","('close', 'hal')","('high', 'hal')","('low', 'hal')","('open', 'hal')","('volume', 'hal')"
2018-04-02 00:00:00+05:30,563.8499755859375,577.5,559.0,574.625,474.40045166015625,352730.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-03 00:00:00+05:30,570.5,573.5,563.1749877929688,564.2999877929688,465.876220703125,115130.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-04 00:00:00+05:30,565.0,570.0,557.5,557.9500122070312,460.6337890625,163364.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-05 00:00:00+05:30,561.0,565.625,554.75,556.9749755859375,459.8289489746094,149988.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-06 00:00:00+05:30,551.75,559.4249877929688,550.0250244140625,551.4249877929688,455.2469177246094,146026.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-09 00:00:00+05:30,550.25,556.0,550.25,552.2249755859375,455.9073181152344,119028.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-10 00:00:00+05:30,554.9000244140625,555.0,546.0250244140625,551.1500244140625,455.0198669433594,107306.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-11 00:00:00+05:30,551.0,553.0,547.5,548.6500244140625,452.9559631347656,79912.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-12 00:00:00+05:30,548.0,549.0250244140625,540.0499877929688,543.0750122070312,448.3533020019531,109438.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-13 00:00:00+05:30,557.5,575.0,552.5499877929688,561.5250244140625,463.5852966308594,289764.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-16 00:00:00+05:30,562.5,579.9500122070312,562.0,573.9500122070312,473.8432312011719,270532.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-17 00:00:00+05:30,578.5,582.0,571.0,573.2000122070312,473.2239685058594,123586.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-18 00:00:00+05:30,577.0,577.5,562.5,565.0,466.45416259765625,83918.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-19 00:00:00+05:30,569.0,576.7000122070312,564.5499877929688,570.5250244140625,471.015625,101248.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-20 00:00:00+05:30,570.5999755859375,572.9500122070312,559.0,562.7750244140625,464.6172790527344,69878.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-23 00:00:00+05:30,566.0,574.5,561.1749877929688,565.6500244140625,466.9908447265625,79814.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-24 00:00:00+05:30,568.9749755859375,572.25,565.0,565.4000244140625,466.784423828125,60078.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-25 00:00:00+05:30,565.5,572.9500122070312,561.4249877929688,562.7249755859375,464.5759887695313,69828.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-26 00:00:00+05:30,563.5,569.0,562.5,565.2249755859375,466.6399536132813,32780.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-27 00:00:00+05:30,566.3250122070312,567.4749755859375,561.0,562.9000244140625,464.7205505371094,33144.0,0.0,0.0,,,,,,,,,,,,,,
2018-04-30 00:00:00+05:30,567.2000122070312,567.2000122070312,559.5,562.1749877929688,464.1219482421875,37230.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-02 00:00:00+05:30,559.5,565.9749755859375,555.625,557.125,459.9526977539063,37722.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-03 00:00:00+05:30,557.0250244140625,557.5,544.5999755859375,547.5,452.0065002441406,38088.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-04 00:00:00+05:30,552.5,552.5,545.0,546.7750244140625,451.4078979492188,24564.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-07 00:00:00+05:30,545.25,561.0250244140625,541.0250244140625,554.0750122070312,457.4346923828125,42232.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-08 00:00:00+05:30,552.5999755859375,559.4500122070312,549.5,552.1749877929688,455.8661193847656,25240.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-09 00:00:00+05:30,550.0,551.9749755859375,545.0,546.7249755859375,451.3666687011719,19522.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-10 00:00:00+05:30,545.0,545.9249877929688,542.0,542.7750244140625,448.1056518554688,25424.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-11 00:00:00+05:30,543.75,545.5,535.5750122070312,541.5999755859375,447.1355285644531,32238.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-14 00:00:00+05:30,541.0,543.9749755859375,532.0,533.2249755859375,440.2213439941406,35344.0,0.0,0.0,,,,,,,,,,,,,,
2018-05-15 00:00:00+05:30,537.5,541.8250122070312,525.75,527.6749877929688,435.6393432617188,30794.0,0.0,0.0,,,,,,,,,,,,,,
