date,open,high,low,close,adj close,volume,dividends,stock splits
2021-06-24 00:00:00+05:30,301.0,361.20001220703125,295.0,361.20001220703125,354.1451416015625,41848082,0.0,0.0
2021-06-25 00:00:00+05:30,387.8999938964844,413.8999938964844,355.45001220703125,364.70001220703125,357.5767822265625,30784367,0.0,0.0
2021-06-28 00:00:00+05:30,357.0,361.70001220703125,337.29998779296875,347.5,340.71270751953125,5967165,0.0,0.0
2021-06-29 00:00:00+05:30,345.0,352.0,340.8500061035156,349.1000061035156,342.2814636230469,2476272,0.0,0.0
2021-06-30 00:00:00+05:30,350.75,359.0,341.29998779296875,342.29998779296875,335.6142272949219,983870,0.0,0.0
2021-07-01 00:00:00+05:30,342.0,350.0,333.25,344.95001220703125,338.2125244140625,1740419,0.0,0.0
2021-07-02 00:00:00+05:30,343.0,385.0,341.29998779296875,377.45001220703125,370.0777893066406,4600866,0.0,0.0
2021-07-05 00:00:00+05:30,381.3999938964844,387.8999938964844,366.5,383.04998779296875,375.5683288574219,3150274,0.0,0.0
2021-07-06 00:00:00+05:30,382.6499938964844,395.70001220703125,376.0,388.0,380.4216613769531,3504682,0.0,0.0
2021-07-07 00:00:00+05:30,384.25,420.79998779296875,378.5,405.3500061035156,397.43280029296875,5935443,0.0,0.0
2021-07-08 00:00:00+05:30,404.75,412.3999938964844,396.1000061035156,402.45001220703125,394.5894775390625,2421453,0.0,0.0
2021-07-09 00:00:00+05:30,400.0,426.79998779296875,398.04998779296875,422.25,414.0027160644531,3886823,0.0,0.0
2021-07-12 00:00:00+05:30,424.8999938964844,427.0,402.0,409.1000061035156,401.1095886230469,1845286,0.0,0.0
2021-07-13 00:00:00+05:30,411.0,415.5,400.3999938964844,402.04998779296875,394.19720458984375,1526457,0.0,0.0
2021-07-14 00:00:00+05:30,404.95001220703125,406.95001220703125,399.0,401.79998779296875,393.9521484375,625983,0.0,0.0
2021-07-15 00:00:00+05:30,404.70001220703125,409.29998779296875,392.20001220703125,394.70001220703125,386.9908447265625,727281,0.0,0.0
2021-07-16 00:00:00+05:30,400.0,409.0,399.20001220703125,401.5,393.65802001953125,1023571,0.0,0.0
2021-07-19 00:00:00+05:30,399.5,404.95001220703125,388.0,393.79998779296875,386.1083984375,1220437,0.0,0.0
2021-07-20 00:00:00+05:30,401.70001220703125,456.8999938964844,392.0,439.8500061035156,431.2589416503906,8324982,0.0,0.0
2021-07-22 00:00:00+05:30,428.0,452.0,411.1000061035156,440.5,431.8962097167969,9450575,0.0,0.0
2021-07-23 00:00:00+05:30,441.0,452.8999938964844,418.75,423.25,414.9831848144531,4378428,0.0,0.0
2021-07-26 00:00:00+05:30,424.0,424.0,402.6000061035156,405.54998779296875,397.6288757324219,3491888,0.0,0.0
