date,open,high,low,close,adj_close,volume,dividends,stock_splits
2015-08-11,147.5,159.25,147.5,155.27499389648438,152.9733123779297,36881400,0.0,0.0
2015-08-12,153.6999969482422,157.0,152.5,154.75,152.45606994628906,3625276,0.0,0.0
2015-08-13,155.6999969482422,163.5,154.10000610351562,158.14999389648438,155.80567932128906,4183528,0.0,0.0
2015-08-14,159.75,160.6999969482422,156.5500030517578,160.02499389648438,157.65289306640625,1331368,0.0,0.0
2015-08-17,159.6999969482422,175.0,156.14999389648438,173.5500030517578,170.9774169921875,6994858,0.0,0.0
2015-08-18,174.0,186.4499969482422,170.625,183.5500030517578,180.82916259765625,5721858,0.0,0.0
2015-08-19,181.8000030517578,183.1000061035156,175.8000030517578,177.14999389648438,174.5240478515625,2192628,0.0,0.0
2015-08-20,175.97500610351562,177.4499969482422,168.10000610351562,169.4250030517578,166.91354370117188,1280508,0.0,0.0
2015-08-21,165.0,174.375,162.5,172.125,169.57351684570312,1619888,0.0,0.0
2015-08-24,165.4499969482422,167.89999389648438,153.0,155.97500610351562,153.66294860839844,1543924,0.0,0.0
2015-08-25,162.5,162.5,147.8249969482422,155.10000610351562,152.80091857910156,1778930,0.0,0.0
2015-08-26,156.5,163.5,153.75,159.3000030517578,156.93862915039062,918764,0.0,0.0
2015-08-27,162.0,163.6999969482422,159.1999969482422,161.1750030517578,158.78585815429688,598558,0.0,0.0
2015-08-28,163.5,168.5,161.27499389648438,163.5749969482422,161.15025329589844,719676,0.0,0.0
2015-08-31,163.5,166.5,159.85000610351562,163.97500610351562,161.54434204101562,400304,0.0,0.0
2015-09-01,163.0,166.0,157.8249969482422,160.1750030517578,157.80067443847656,449636,0.0,0.0
2015-09-02,162.0,164.0,159.02499389648438,160.39999389648438,158.02232360839844,338690,0.0,0.0
2015-09-03,162.5,170.77499389648438,161.64999389648438,167.85000610351562,165.36190795898438,912786,0.0,0.0
2015-09-04,167.4499969482422,168.1999969482422,160.0,162.89999389648438,160.4852752685547,584568,0.0,0.0
2015-09-07,164.0,165.0,159.5,160.4499969482422,158.07159423828125,534438,0.0,0.0
2015-09-08,162.4499969482422,169.0,158.77499389648438,167.125,164.64764404296875,698484,0.0,0.0
2015-09-09,169.0,173.3000030517578,167.5,170.0,167.4800262451172,998292,0.0,0.0
2015-09-10,167.47500610351562,167.47500610351562,164.0500030517578,164.89999389648438,162.45562744140625,284286,0.0,0.0
2015-09-11,165.625,168.3000030517578,163.77499389648438,164.75,162.30784606933594,210824,0.0,0.0
2015-09-14,164.0749969482422,167.97500610351562,163.875,164.625,162.18472290039062,223216,0.0,0.0
2015-09-15,165.0500030517578,167.72500610351562,160.52499389648438,162.0,159.59861755371094,312908,0.0,0.0
2015-09-16,163.97500610351562,164.9499969482422,160.8000030517578,161.27499389648438,158.88433837890625,179060,0.0,0.0
2015-09-18,162.97500610351562,165.10000610351562,161.27499389648438,162.3249969482422,159.91880798339844,218706,0.0,0.0
2015-09-21,161.47500610351562,163.77499389648438,160.52499389648438,161.0,158.61343383789062,213018,0.0,0.0
2015-09-22,162.64999389648438,162.9499969482422,158.89999389648438,160.02499389648438,157.65289306640625,309734,0.0,0.0
