date,open,high,low,close,adj close,volume,dividends,stock splits,"('date', '')","('adj close', 'iex')","('close', 'iex')","('high', 'iex')","('low', 'iex')","('open', 'iex')","('volume', 'iex')","('date', '').1","('adj close', 'iex').1","('close', 'iex').1","('high', 'iex').1","('low', 'iex').1","('open', 'iex').1","('volume', 'iex').1","('date', '').2","('adj close', 'iex').2","('close', 'iex').2","('high', 'iex').2","('low', 'iex').2","('open', 'iex').2","('volume', 'iex').2","('date', '').3","('adj close', 'iex').3","('close', 'iex').3","('high', 'iex').3","('low', 'iex').3","('open', 'iex').3","('volume', 'iex').3","('date', '').4","('adj close', 'iex').4","('close', 'iex').4","('high', 'iex').4","('low', 'iex').4","('open', 'iex').4","('volume', 'iex').4","('date', '').5","('adj close', 'iex').5","('close', 'iex').5","('high', 'iex').5","('low', 'iex').5","('open', 'iex').5","('volume', 'iex').5","('date', '').6","('adj close', 'iex').6","('close', 'iex').6","('high', 'iex').6","('low', 'iex').6","('open', 'iex').6","('volume', 'iex').6","('date', '').7","('adj close', 'iex').7","('close', 'iex').7","('high', 'iex').7","('low', 'iex').7","('open', 'iex').7","('volume', 'iex').7","('date', '').8","('adj close', 'iex').8","('close', 'iex').8","('high', 'iex').8","('low', 'iex').8","('open', 'iex').8","('volume', 'iex').8","('date', '').9","('adj close', 'iex').9","('close', 'iex').9","('high', 'iex').9","('low', 'iex').9","('open', 'iex').9","('volume', 'iex').9","('date', '')","('adj close', 'iex')","('close', 'iex')","('high', 'iex')","('low', 'iex')","('open', 'iex')","('volume', 'iex')"
2017-10-23 00:00:00+05:30,50.0,55.33333206176758,50.0,54.30500030517578,49.30675506591797,100373940.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24 00:00:00+05:30,53.83333206176758,54.50166702270508,53.17499923706055,53.4466667175293,48.52742004394531,6492840.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25 00:00:00+05:30,53.33333206176758,53.36666488647461,51.52166748046875,52.10166549682617,47.30621719360352,4222440.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26 00:00:00+05:30,51.74833297729492,53.0,51.03666687011719,52.08833312988281,47.29410552978516,2614500.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27 00:00:00+05:30,52.0,52.49333190917969,51.70333480834961,52.16999816894531,47.36825180053711,934440.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30 00:00:00+05:30,52.16999816894531,52.70500183105469,51.95000076293945,52.23833465576172,47.43030548095703,1407270.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 00:00:00+05:30,52.03333282470703,52.4283332824707,51.36666488647461,51.80833435058594,47.03987503051758,707760.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01 00:00:00+05:30,51.676666259765625,52.33333206176758,51.29333114624024,51.97833251953125,47.19423294067383,2795550.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02 00:00:00+05:30,52.0,52.5,51.66666412353516,52.10499954223633,47.30923461914063,866490.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 00:00:00+05:30,51.76666641235352,54.0,51.76666641235352,53.07666778564453,48.19147109985352,2843490.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
