date,open,high,low,close,adj close,volume,dividends,stock splits
1996-01-01 00:00:00+05:30,4650.0,4680.0,4650.0,4680.0,3830.999755859375,20,0.0,0.0
1996-01-02 00:00:00+05:30,4680.0,4699.0,4680.0,4699.0,3846.552490234375,65,0.0,0.0
1996-01-03 00:00:00+05:30,4706.0,4706.0,4705.0,4705.0,3851.464111328125,10,0.0,0.0
1996-01-04 00:00:00+05:30,4720.0,4720.0,4650.0,4650.0,3806.441650390625,55,0.0,0.0
1996-01-05 00:00:00+05:30,4650.0,4725.0,4575.0,4725.0,3867.83544921875,45,0.0,0.0
1996-01-08 00:00:00+05:30,4725.0,4650.0,4650.0,4650.0,3806.441650390625,35,0.0,0.0
1996-01-09 00:00:00+05:30,4650.0,4600.0,4590.0,4600.0,3765.51220703125,35,0.0,0.0
1996-01-10 00:00:00+05:30,4600.0,4600.0,4600.0,4600.0,3765.51220703125,0,0.0,0.0
1996-01-11 00:00:00+05:30,4725.0,4725.0,4725.0,4725.0,3867.83544921875,20,0.0,0.0
1996-01-12 00:00:00+05:30,4725.0,4775.0,4750.0,4775.0,3908.765380859375,10,0.0,0.0
1996-01-15 00:00:00+05:30,4775.0,4750.0,4645.0,4736.64990234375,3877.372314453125,1085,0.0,0.0
1996-01-16 00:00:00+05:30,4736.64990234375,4800.0,4710.0,4725.14990234375,3867.958740234375,4175,0.0,0.0
1996-01-17 00:00:00+05:30,4725.14990234375,4750.0,4700.0,4750.0,3888.30078125,25,0.0,0.0
1996-01-18 00:00:00+05:30,4700.0,4725.0,4700.0,4725.0,3867.83544921875,80,0.0,0.0
1996-01-19 00:00:00+05:30,4725.0,4850.0,4700.0,4702.5,3849.41796875,20,0.0,0.0
1996-01-22 00:00:00+05:30,4702.5,4740.0,4690.0,4722.75,3865.992919921875,35,0.0,0.0
1996-01-23 00:00:00+05:30,4722.75,4730.0,4725.0,4730.0,3871.928466796875,35,0.0,0.0
1996-01-24 00:00:00+05:30,4750.0,4750.0,4730.0,4735.0,3876.021240234375,90,0.0,0.0
1996-01-25 00:00:00+05:30,4735.0,4775.0,4735.0,4775.0,3908.765380859375,35,0.0,0.0
1996-01-26 00:00:00+05:30,4775.0,4775.0,4775.0,4775.0,3908.765380859375,0,0.0,0.0
1996-01-29 00:00:00+05:30,5175.0,5175.0,4750.0,4775.0,3908.765380859375,65,0.0,0.0
1996-01-30 00:00:00+05:30,4775.0,4847.0,4775.0,4846.60009765625,3967.376708984375,65,0.0,0.0
1996-01-31 00:00:00+05:30,4846.60009765625,4850.0,4750.0,4750.0,3888.30078125,50,0.0,0.0
1996-02-01 00:00:00+05:30,4750.0,4800.0,4775.0,4800.0,3929.22998046875,15,0.0,0.0
1996-02-02 00:00:00+05:30,4800.0,4823.0,4820.0,4823.0,3948.0576171875,15,0.0,0.0
1996-02-05 00:00:00+05:30,4823.0,5024.0,4950.0,4975.0,4072.484375,155,0.0,0.0
1996-02-06 00:00:00+05:30,4975.0,5195.0,4925.0,4925.0,4031.552734375,205,0.0,0.0
1996-02-07 00:00:00+05:30,4925.0,4950.0,4900.0,4950.0,4052.02001953125,15,0.0,0.0
1996-02-08 00:00:00+05:30,4950.0,5039.9501953125,4926.0,4999.0,4092.129150390625,60,0.0,0.0
1996-02-09 00:00:00+05:30,5174.5,5345.0,5125.0,5300.0,4338.525390625,260,0.0,0.0
1996-02-12 00:00:00+05:30,5300.0,5700.0,5300.0,5565.0,4555.451171875,255,0.0,0.0
1996-02-13 00:00:00+05:30,5565.0,5650.0,5450.0,5595.9501953125,4580.78759765625,340,0.0,0.0
1996-02-14 00:00:00+05:30,5595.9501953125,5725.0,5625.0,5722.35009765625,4684.25732421875,940,0.0,0.0
1996-02-15 00:00:00+05:30,5722.35009765625,5750.0,5650.0,5725.0,4686.42529296875,170,0.0,0.0
1996-02-16 00:00:00+05:30,5725.0,5780.0,5626.0,5757.7998046875,4713.275390625,460,0.0,0.0
1996-02-19 00:00:00+05:30,5757.7998046875,5800.0,5655.0,5790.25,4739.83837890625,160,0.0,0.0
1996-02-20 00:00:00+05:30,5790.25,5850.0,5770.0,5837.5,4778.517578125,150,0.0,0.0
1996-02-21 00:00:00+05:30,5837.5,5837.5,5837.5,5837.5,4778.517578125,0,0.0,0.0
1996-02-22 00:00:00+05:30,5837.5,5850.0,5790.0,5815.0,4760.099609375,100,0.0,0.0
1996-02-23 00:00:00+05:30,5815.0,5874.9501953125,5800.0,5857.5,4794.8896484375,120,0.0,0.0
1996-02-26 00:00:00+05:30,5857.5,5990.0,5825.0,5950.0,4870.607421875,150,0.0,0.0
1996-02-27 00:00:00+05:30,5950.0,6024.0,5900.0,5960.0,4878.79443359375,110,0.0,0.0
1996-02-28 00:00:00+05:30,5960.0,6000.0,5990.0,5998.0,4909.900390625,30,0.0,0.0
1996-02-29 00:00:00+05:30,5998.0,6000.0,5900.0,5900.0,4829.68017578125,125,0.0,0.0
1996-03-01 00:00:00+05:30,5900.0,6100.0,5850.0,6088.4501953125,4983.94189453125,695,0.0,0.0
1996-03-04 00:00:00+05:30,6088.4501953125,6044.9501953125,5900.0,5949.89990234375,4870.52587890625,180,0.0,0.0
1996-03-05 00:00:00+05:30,5949.89990234375,5949.89990234375,5949.89990234375,5949.89990234375,4870.52587890625,0,0.0,0.0
1996-03-06 00:00:00+05:30,5940.0,5960.0,5900.0,5925.0,4850.14306640625,85,0.0,0.0
1996-03-07 00:00:00+05:30,5925.0,5960.0,5920.0498046875,5935.0,4858.32958984375,90,0.0,0.0
1996-03-08 00:00:00+05:30,5935.0,5950.0,5910.0,5950.0,4870.607421875,50,0.0,0.0
1996-03-11 00:00:00+05:30,5950.0,5850.0,5710.0,5850.0,4788.74951171875,105,0.0,0.0
1996-03-12 00:00:00+05:30,5850.0,5935.0,5850.0,5925.2001953125,4850.30859375,240,0.0,0.0
1996-03-13 00:00:00+05:30,5900.0,5900.0,5900.0,5900.0,4829.68017578125,10,0.0,0.0
1996-03-14 00:00:00+05:30,5900.0,5995.0,5900.0,5948.0,4868.970703125,235,0.0,0.0
1996-03-15 00:00:00+05:30,5948.0,6075.0,5975.0,6050.5,4952.87548828125,200,0.0,0.0
1996-03-18 00:00:00+05:30,6050.5,6085.0,6050.0,6060.0,4960.6533203125,90,0.0,0.0
1996-03-19 00:00:00+05:30,6060.0,6095.0,6001.0,6001.0,4912.357421875,215,0.0,0.0
1996-03-20 00:00:00+05:30,6001.0,6001.0,6001.0,6001.0,4912.357421875,0,0.0,0.0
1996-03-21 00:00:00+05:30,6001.0,6001.0,6001.0,6001.0,4912.357421875,0,0.0,0.0
1996-03-22 00:00:00+05:30,6001.0,6001.0,6001.0,6001.0,4912.357421875,0,0.0,0.0
1996-03-25 00:00:00+05:30,6001.0,6001.0,6001.0,6001.0,4912.357421875,0,0.0,0.0
1996-03-26 00:00:00+05:30,5600.0,5694.75,5500.0,5650.89990234375,4625.76806640625,70,0.0,0.0
1996-03-27 00:00:00+05:30,5690.0,6100.0,5690.0,5940.35009765625,4862.70947265625,350,0.0,0.0
1996-03-28 00:00:00+05:30,5940.35009765625,6020.0,5990.0,6010.0,4919.72265625,55,0.0,0.0
1996-03-29 00:00:00+05:30,6010.0,6015.0,5950.0,6010.0,4919.72265625,90,0.0,0.0
1996-04-01 00:00:00+05:30,5998.0,6005.0,5998.0,6005.0,4915.6298828125,30,0.0,0.0
1996-04-02 00:00:00+05:30,6005.0,6100.0,5800.0,6099.9501953125,4993.3564453125,110,0.0,0.0
1996-04-03 00:00:00+05:30,6005.0,6110.0,6005.0,6107.5,4999.53515625,30,0.0,0.0
1996-04-04 00:00:00+05:30,6107.5,6100.0,6050.0,6100.0,4993.3974609375,70,0.0,0.0
1996-04-05 00:00:00+05:30,6100.0,6100.0,6100.0,6100.0,4993.3974609375,0,0.0,0.0
1996-04-08 00:00:00+05:30,6100.0,6150.0,5950.0,6150.0,5034.326171875,130,0.0,0.0
1996-04-09 00:00:00+05:30,6150.0,6300.0,6110.0,6295.0,5153.02099609375,740,0.0,0.0
1996-04-10 00:00:00+05:30,6300.0,6300.0,6250.0,6255.0,5120.2763671875,60,0.0,0.0
1996-04-11 00:00:00+05:30,6255.0,6311.0,6290.0,6311.0,5166.119140625,75,0.0,0.0
1996-04-12 00:00:00+05:30,6311.0,6800.0,6300.0,6300.0,5157.11376953125,40,0.0,0.0
1996-04-15 00:00:00+05:30,6300.0,6400.0,6249.0,6350.0,5198.04443359375,60,0.0,0.0
1996-04-16 00:00:00+05:30,6350.0,6385.0,6300.0,6316.2001953125,5170.37548828125,90,0.0,0.0
1996-04-17 00:00:00+05:30,6316.2001953125,6410.0,6374.0,6387.5,5228.74072265625,70,0.0,0.0
1996-04-18 00:00:00+05:30,6800.0,6800.0,6335.0,6350.0,5198.04443359375,95,0.0,0.0
1996-04-19 00:00:00+05:30,6350.0,6400.0,6325.0,6326.7001953125,5178.970703125,30,0.0,0.0
1996-04-22 00:00:00+05:30,6326.7001953125,6300.0,6185.0,6268.14990234375,5131.04296875,110,0.0,0.0
1996-04-23 00:00:00+05:30,6030.0,6245.0,6020.0,6063.35009765625,4963.39501953125,85,0.0,0.0
1996-04-24 00:00:00+05:30,6063.35009765625,6480.0,6250.0,6250.0,5116.185546875,30,0.0,0.0
1996-04-25 00:00:00+05:30,6315.0,6400.0,6315.0,6330.0,5181.6728515625,25,0.0,0.0
1996-04-26 00:00:00+05:30,6330.0,6320.0,6205.0,6300.0,5157.11376953125,55,0.0,0.0
1996-04-29 00:00:00+05:30,6200.0,6300.0,6200.0,6297.14990234375,5154.78125,105,0.0,0.0
1996-04-30 00:00:00+05:30,6297.14990234375,6350.0,6150.0,6336.2001953125,5186.74755859375,225,0.0,0.0
1996-05-01 00:00:00+05:30,6300.0,6438.0,6300.0,6419.0,5254.5263671875,80,0.0,0.0
1996-05-02 00:00:00+05:30,6419.0,6550.0,6425.0,6475.0,5300.36669921875,210,0.0,0.0
1996-05-03 00:00:00+05:30,6475.0,6306.0,6250.0,6299.0,5156.2958984375,80,0.0,0.0
1996-05-06 00:00:00+05:30,5920.0,6094.0,5820.0,5999.5,4911.12890625,130,0.0,0.0
1996-05-07 00:00:00+05:30,5999.5,6000.0,5900.0,5901.0,4830.49755859375,65,0.0,0.0
1996-05-08 00:00:00+05:30,5910.0,6140.0,5910.0,6100.0,4993.3974609375,40,0.0,0.0
1996-05-09 00:00:00+05:30,6000.0,6090.0,6000.0,6005.0,4915.6298828125,60,0.0,0.0
1996-05-10 00:00:00+05:30,6005.0,5950.0,5900.0,5950.0,4870.607421875,125,0.0,0.0
1996-05-13 00:00:00+05:30,5950.0,6000.0,5925.0,5990.0,4903.3525390625,25,0.0,0.0
1996-05-14 00:00:00+05:30,5990.0,6000.0,5980.0,6000.0,4911.53857421875,90,0.0,0.0
1996-05-15 00:00:00+05:30,6000.0,6000.0,5901.0,5949.7998046875,4870.4443359375,45,0.0,0.0
1996-05-16 00:00:00+05:30,5949.7998046875,6300.0,6100.0,6200.0,5075.255859375,440,0.0,0.0
1996-05-17 00:00:00+05:30,6200.0,6099.9501953125,6011.0,6011.0,4920.54150390625,40,0.0,0.0
1996-05-20 00:00:00+05:30,6011.0,5760.0,5750.0,5760.0,4715.07666015625,25,0.0,0.0
1996-05-21 00:00:00+05:30,5700.0,5900.0,5700.0,5900.0,4829.68017578125,65,0.0,0.0
1996-05-22 00:00:00+05:30,5760.0,5760.0,5760.0,5760.0,4715.07666015625,5,0.0,0.0
1996-05-23 00:00:00+05:30,5720.0,5720.0,5720.0,5720.0,4682.33251953125,5,0.0,0.0
1996-05-24 00:00:00+05:30,5600.0,5650.0,5600.0,5650.0,4625.03173828125,45,0.0,0.0
1996-05-27 00:00:00+05:30,5560.0,5560.0,5560.0,5560.0,4551.35791015625,5,0.0,0.0
1996-05-28 00:00:00+05:30,5490.0,5500.0,5490.0,5500.0,4502.2431640625,10,0.0,0.0
1996-05-29 00:00:00+05:30,5500.0,5550.0,5451.0,5550.0,4543.17236328125,25,0.0,0.0
1996-05-30 00:00:00+05:30,5550.0,5675.0,5525.0,5533.0,4529.2568359375,45,0.0,0.0
1996-05-31 00:00:00+05:30,5533.0,5560.0,5524.0,5560.0,4551.35791015625,30,0.0,0.0
1996-06-03 00:00:00+05:30,5650.0,5695.0,5555.0,5695.0,4661.869140625,35,0.0,0.0
1996-06-04 00:00:00+05:30,5695.0,5795.0,5695.0,5775.0,4727.35546875,50,0.0,0.0
1996-06-05 00:00:00+05:30,5798.0,5798.0,5750.0,5750.0,4706.890625,10,0.0,0.0
1996-06-06 00:00:00+05:30,5760.0,5781.0,5756.0,5781.0,4732.2666015625,45,0.0,0.0
1996-06-07 00:00:00+05:30,5700.0,5800.0,5700.0,5800.0,4747.81787109375,10,0.0,0.0
1996-06-10 00:00:00+05:30,5740.0,5745.0,5740.0,5740.0,4698.7041015625,70,0.0,0.0
1996-06-11 00:00:00+05:30,5750.0,5750.0,5740.0,5740.0,4698.7041015625,15,0.0,0.0
1996-06-12 00:00:00+05:30,5735.0,5825.0,5700.0,5700.39990234375,4666.28955078125,320,0.0,0.0
1996-06-13 00:00:00+05:30,5740.0,5740.0,5650.0,5655.10009765625,4629.20458984375,260,0.0,0.0
1996-06-14 00:00:00+05:30,5625.0,5700.0,5625.0,5700.0,4665.96044921875,180,0.0,0.0
1996-06-17 00:00:00+05:30,5790.0,5790.0,5656.0,5675.0,4645.49609375,20,0.0,0.0
1996-06-18 00:00:00+05:30,5695.0,5750.0,5695.0,5725.0,4686.42529296875,35,0.0,0.0
1996-06-19 00:00:00+05:30,5550.0,5575.0,5550.0,5575.0,4563.63671875,215,0.0,0.0
1996-06-20 00:00:00+05:30,5525.0,5550.0,5525.0,5550.0,4543.17236328125,20,0.0,0.0
1996-06-21 00:00:00+05:30,5650.0,5650.0,5650.0,5650.0,4625.03173828125,5,0.0,0.0
1996-06-24 00:00:00+05:30,5500.0,5500.0,5500.0,5500.0,4502.2431640625,25,0.0,0.0
1996-06-25 00:00:00+05:30,5500.0,5550.0,5400.0,5475.0,4481.77880859375,75,0.0,0.0
1996-06-26 00:00:00+05:30,5300.0,5300.0,5300.0,5300.0,4338.525390625,5,0.0,0.0
1996-06-27 00:00:00+05:30,5425.0,5425.0,5025.0,5255.0,4301.68896484375,220,0.0,0.0
1996-06-28 00:00:00+05:30,5250.0,5300.0,5250.0,5300.0,4338.525390625,45,0.0,0.0
1996-07-01 00:00:00+05:30,5005.0,5150.0,5005.0,5085.0,4162.52783203125,45,0.0,0.0
1996-07-02 00:00:00+05:30,5110.0,5115.0,5100.0498046875,5115.0,4187.08642578125,95,0.0,0.0
1996-07-03 00:00:00+05:30,4625.0,5100.0,4625.0,5000.0,4092.94775390625,25,0.0,0.0
1996-07-04 00:00:00+05:30,5000.0,5125.0,5000.0,5125.0,4195.27197265625,145,0.0,0.0
1996-07-05 00:00:00+05:30,5035.0498046875,5050.0,5000.0,5000.0,4092.94775390625,45,0.0,0.0
1996-07-08 00:00:00+05:30,5045.0,5045.0,5000.0,5000.0,4092.94775390625,20,0.0,0.0
1996-07-09 00:00:00+05:30,4900.0,4975.0,4880.0,4880.0,3994.717529296875,75,0.0,0.0
1996-07-10 00:00:00+05:30,4515.0,4924.0,4515.0,4900.0,4011.0888671875,40,0.0,0.0
1996-07-11 00:00:00+05:30,4900.0,4900.0,4800.0,4803.0,3931.68505859375,90,0.0,0.0
1996-07-12 00:00:00+05:30,4850.0,4850.0,4700.0,4753.35009765625,3891.043212890625,70,0.0,0.0
1996-07-15 00:00:00+05:30,4775.0,4775.0,4575.0,4575.0,3745.0478515625,105,0.0,0.0
1996-07-16 00:00:00+05:30,4501.0,4625.0,4501.0,4610.0,3773.69921875,60,0.0,0.0
1996-07-17 00:00:00+05:30,4660.0,4695.0,4660.0,4681.60009765625,3832.30859375,60,0.0,0.0
1996-07-18 00:00:00+05:30,4700.0,4700.0,4600.0,4625.0,3785.9775390625,150,0.0,0.0
1996-07-19 00:00:00+05:30,4650.0,4650.0,4605.0,4605.5,3770.014404296875,90,0.0,0.0
1996-07-22 00:00:00+05:30,4590.0,4590.0,4570.0,4572.5,3743.0009765625,20,0.0,0.0
1996-07-23 00:00:00+05:30,4600.0,4600.0,4400.0,4503.5,3686.51806640625,205,0.0,0.0
1996-07-24 00:00:00+05:30,4431.0,4600.0,4410.0,4598.35009765625,3764.16162109375,90,0.0,0.0
1996-07-25 00:00:00+05:30,4500.0,4570.0,4500.0,4545.0,3720.490234375,35,0.0,0.0
1996-07-26 00:00:00+05:30,4500.0,4550.0,4500.0,4500.10009765625,3683.73486328125,50,0.0,0.0
1996-07-29 00:00:00+05:30,4450.0,4525.0,4450.0,4525.0,3704.118408203125,15,0.0,0.0
1996-07-30 00:00:00+05:30,4490.0,4490.0,4400.0,4400.85009765625,3602.490478515625,110,0.0,0.0
1996-07-31 00:00:00+05:30,4400.0,4490.0,4400.0,4490.0,3675.46630859375,25,0.0,0.0
1996-08-01 00:00:00+05:30,4451.0,4490.0,4451.0,4485.0,3671.375,20,0.0,0.0
1996-08-02 00:00:00+05:30,4400.0,4400.0,4301.0,4350.0,3560.865478515625,145,0.0,0.0
1996-08-05 00:00:00+05:30,4350.0,4350.0,4175.0,4276.89990234375,3501.0263671875,350,0.0,0.0
1996-08-06 00:00:00+05:30,4250.0,4250.0,4000.0,4005.550048828125,3278.901611328125,465,0.0,0.0
1996-08-07 00:00:00+05:30,4140.0,4150.0,4100.0,4150.0,3397.1474609375,65,0.0,0.0
1996-08-08 00:00:00+05:30,4160.0,4170.0,4130.0,4148.0,3395.510009765625,65,0.0,0.0
1996-08-09 00:00:00+05:30,4125.0,4150.0,4025.0,4150.0,3397.1474609375,95,0.0,0.0
1996-08-12 00:00:00+05:30,4050.0,4145.0,4050.0,4100.0,3356.2177734375,25,0.0,0.0
1996-08-13 00:00:00+05:30,4075.0,4100.0,4005.0,4043.0,3309.557861328125,95,0.0,0.0
1996-08-14 00:00:00+05:30,4110.0,4110.0,4020.0,4022.25,3292.572265625,80,0.0,0.0
1996-08-15 00:00:00+05:30,4022.25,4022.25,4022.25,4022.25,3292.572265625,0,0.0,0.0
1996-08-16 00:00:00+05:30,4050.0,4077.5,4050.0,4050.0,3315.2880859375,120,0.0,0.0
1996-08-19 00:00:00+05:30,4000.0,4045.0,3835.0,3923.0,3211.327392578125,65,0.0,0.0
1996-08-20 00:00:00+05:30,3800.0,3900.0,3790.0,3794.800048828125,3106.3837890625,160,0.0,0.0
1996-08-21 00:00:00+05:30,3810.0,3850.0,3810.0,3850.0,3151.569580078125,25,0.0,0.0
1996-08-22 00:00:00+05:30,3950.0,4000.0,3930.0,3995.0,3270.265380859375,30,0.0,0.0
1996-08-23 00:00:00+05:30,4025.0,4030.0,3990.0,3995.0,3270.265380859375,125,0.0,0.0
1996-08-26 00:00:00+05:30,4020.0,4020.0,4000.0,4000.0,3274.35791015625,30,0.0,0.0
1996-08-27 00:00:00+05:30,4025.0,4230.0,4005.0,4056.10009765625,3320.281005859375,105,0.0,0.0
1996-08-28 00:00:00+05:30,4197.9501953125,4197.9501953125,4150.0,4194.0,3433.164794921875,30,0.0,0.0
1996-08-29 00:00:00+05:30,4140.0,4145.0,4115.0,4117.2998046875,3370.379150390625,95,0.0,0.0
1996-08-30 00:00:00+05:30,4100.0,4145.0,4100.0,4143.35009765625,3391.70361328125,45,0.0,0.0
1996-09-02 00:00:00+05:30,4150.0,4195.0,4102.0,4102.0,3357.854248046875,70,0.0,0.0
1996-09-03 00:00:00+05:30,4065.0,4065.0,4000.0,4049.449951171875,3314.837646484375,120,0.0,0.0
1996-09-04 00:00:00+05:30,4000.0,4025.0,4000.0,4000.0,3274.35791015625,40,0.0,0.0
1996-09-05 00:00:00+05:30,3960.0,3960.0,3955.0,3955.0,3237.52197265625,10,0.0,0.0
1996-09-06 00:00:00+05:30,3975.0,3990.0,3950.0,3972.5,3251.846923828125,55,0.0,0.0
1996-09-09 00:00:00+05:30,3950.0,3999.0,3900.0,3900.0,3192.499267578125,115,0.0,0.0
1996-09-10 00:00:00+05:30,3900.0,3950.0,3900.0,3902.5,3194.546142578125,30,0.0,0.0
1996-09-11 00:00:00+05:30,3900.0,3900.0,3825.0,3850.050048828125,3151.611083984375,75,0.0,0.0
1996-09-12 00:00:00+05:30,3851.0,3889.0,3850.0,3860.0,3159.756103515625,30,0.0,0.0
1996-09-13 00:00:00+05:30,3854.5,3854.5,3810.0,3825.0,3131.105712890625,60,0.0,0.0
1996-09-16 00:00:00+05:30,3790.0,3790.0,3750.0,3750.0,3069.711181640625,45,0.0,0.0
1996-09-17 00:00:00+05:30,3700.0,3705.0,3625.0,3645.0,2983.75927734375,75,0.0,0.0
1996-09-18 00:00:00+05:30,3725.0,3725.0,3650.0,3700.0,3028.7822265625,70,0.0,0.0
1996-09-19 00:00:00+05:30,3700.0,3700.0,3680.0,3680.0,3012.40966796875,20,0.0,0.0
1996-09-20 00:00:00+05:30,3700.0,3735.0,3680.0,3735.0,3057.432373046875,40,0.0,0.0
