date,open,high,low,close,adj_close,volume,dividends,stock_splits
2008-03-12,48.712501525878906,48.712501525878906,44.53125,45.48749923706055,15.386096000671388,297815850,0.0,0.0
2008-03-13,43.63124847412109,45.59999847412109,40.6875,42.59999847412109,14.409400939941406,62316426,0.0,0.0
2008-03-14,43.125,43.78125,41.00624847412109,42.16875076293945,14.26353359222412,17767911,0.0,0.0
2008-03-17,39.75,40.875,37.6875,39.29999923706055,13.29318141937256,22096530,0.0,0.0
2008-03-18,39.0,40.875,38.28749847412109,39.45000076293945,13.343923568725586,14321095,0.0,0.0
2008-03-19,40.125,41.13750076293945,37.875,38.306251525878906,12.957048416137695,8372946,0.0,0.0
2008-03-24,38.681251525878906,39.26250076293945,34.743751525878906,36.07500076293945,12.2023286819458,8111530,0.0,0.0
2008-03-25,36.97499847412109,39.73125076293945,35.71875,39.28125,13.28684425354004,17327069,0.0,0.0
2008-03-26,39.375,40.275001525878906,38.51250076293945,39.46875,13.350264549255373,12545914,0.0,0.0
2008-03-27,39.375,41.90625,39.28125,41.32500076293945,13.97813892364502,18664183,0.0,0.0
2008-03-28,41.625,41.98125076293945,39.45000076293945,40.89374923706055,13.832266807556152,8785957,0.0,0.0
2008-03-31,41.04375076293945,41.212501525878906,39.65625,39.91875076293945,13.50247287750244,5974893,0.0,0.0
2008-04-01,40.29375076293945,40.837501525878906,38.88750076293945,39.11249923706055,13.229759216308594,2373311,0.0,0.0
2008-04-02,39.75,40.837501525878906,38.88750076293945,39.01874923706055,13.198050498962402,2114965,0.0,0.0
2008-04-03,39.26250076293945,39.63750076293945,38.92499923706055,39.13124847412109,13.23610019683838,1639461,0.0,0.0
2008-04-04,39.11249923706055,40.23749923706055,37.91249847412109,38.38124847412109,12.982416152954102,3047565,0.0,0.0
2008-04-07,38.71875,40.125,38.13750076293945,39.84375,13.477102279663086,2000738,0.0,0.0
2008-04-08,39.5625,41.09999847412109,39.20624923706055,40.29375076293945,13.629319190979004,3875634,0.0,0.0
2008-04-09,39.75,42.65625,39.41249847412109,42.35625076293945,14.326955795288086,7785034,0.0,0.0
2008-04-10,42.09375,43.462501525878906,41.26874923706055,41.775001525878906,14.130345344543455,6491543,0.0,0.0
2008-04-11,42.09375,42.525001525878906,40.96875,41.868751525878906,14.16206169128418,3090477,0.0,0.0
2008-04-15,41.25,43.79999923706055,40.91249847412109,43.44374847412109,14.694805145263672,7239253,0.0,0.0
2008-04-16,43.79999923706055,44.212501525878906,42.375,43.04999923706055,14.561612129211426,3919037,0.0,0.0
2008-04-17,43.875,43.875,43.125,43.29375076293945,14.644064903259276,2470733,0.0,0.0
2008-04-21,43.5,44.400001525878906,42.9375,43.04999923706055,14.561612129211426,3563362,0.0,0.0
2008-04-22,42.9375,43.34999847412109,42.41249847412109,42.73125076293945,14.453798294067385,1931543,0.0,0.0
2008-04-23,43.125,43.20000076293945,41.625,42.35625076293945,14.326955795288086,2335903,0.0,0.0
2008-04-24,42.46875,43.78125,42.375,42.618751525878906,14.41574478149414,4241119,0.0,0.0
2008-04-25,42.75,44.587501525878906,42.056251525878906,43.89374923706055,14.84701919555664,3791983,0.0,0.0
2008-04-28,45.0,45.0,41.88750076293945,42.9375,14.523565292358398,8341909,0.0,0.0
2008-04-29,43.125,45.26250076293945,43.125,44.83124923706055,15.164125442504885,17880682,0.0,0.0
2008-04-30,45.375,47.32500076293945,45.0,45.95624923706055,15.544650077819824,20622829,0.0,0.0
2008-05-02,46.76250076293945,47.04375076293945,45.11249923706055,45.48749923706055,15.386096000671388,5339143,0.0,0.0
2008-05-05,45.5625,47.212501525878906,45.22499847412109,46.29375076293945,15.6588134765625,8187823,0.0,0.0
2008-05-06,46.650001525878906,46.79999923706055,43.98749923706055,44.868751525878906,15.176804542541504,5077154,0.0,0.0
2008-05-07,45.0,45.65625,44.28749847412109,45.243751525878906,15.30364990234375,3494773,0.0,0.0
2008-05-08,44.83124923706055,45.84375,44.25,45.01874923706055,15.227540016174316,2593906,0.0,0.0
2008-05-09,44.587501525878906,45.0,43.181251525878906,43.462501525878906,14.70114040374756,3402522,0.0,0.0
2008-05-12,42.76874923706055,43.837501525878906,41.8125,43.42499923706055,14.688457489013672,2562327,0.0,0.0
2008-05-13,44.0625,44.775001525878906,42.95624923706055,43.23749923706055,14.625035285949709,2628837,0.0,0.0
2008-05-14,43.3125,44.025001525878906,42.82500076293945,43.66875076293945,14.770907402038574,2672493,0.0,0.0
2008-05-15,44.23125076293945,44.36249923706055,43.63124847412109,43.89374923706055,14.84701919555664,611594,0.0,0.0
2008-05-16,44.17499923706055,44.25,43.6875,43.875,14.84066677093506,647154,0.0,0.0
2008-05-20,44.13750076293945,44.625,43.6875,44.00624847412109,14.885062217712402,1679229,0.0,0.0
