date,open,high,low,close,volume
2005-09-30,3686.300048828125,3858.949951171875,3686.300048828125,3807.39990234375,0
2005-10-07,3822.449951171875,3922.800048828125,3784.10009765625,3805.800048828125,0
2005-10-14,3822.39990234375,3837.75,3671.39990234375,3679.300048828125,0
2005-10-21,3687.64990234375,3708.5,3455.75,3537.85009765625,0
2005-10-28,3558.199951171875,3579.14990234375,3399.64990234375,3407.949951171875,0
2005-11-04,3420.550048828125,3539.949951171875,3406.60009765625,3537.39990234375,0
2005-11-11,3540.199951171875,3701.5,3536.64990234375,3699.60009765625,0
2005-11-18,3721.050048828125,3799.25,3686.85009765625,3779.0,0
2005-11-25,3777.0,3809.699951171875,3726.85009765625,3807.0,0
2005-12-02,3851.35009765625,3924.0,3823.64990234375,3899.64990234375,0
2005-12-09,3918.050048828125,3934.449951171875,3865.0,3929.050048828125,0
2005-12-16,3940.10009765625,4006.300048828125,3922.550048828125,3967.60009765625,0
2005-12-23,3982.050048828125,4027.949951171875,3956.25,3964.39990234375,0
2005-12-30,3961.800048828125,4033.550048828125,3870.89990234375,4030.449951171875,0
2006-01-06,4044.550048828125,4218.35009765625,4039.60009765625,4203.25,0
2006-01-13,4229.7998046875,4260.75,4176.89990234375,4212.2001953125,0
2006-01-20,4219.0,4233.2998046875,4088.949951171875,4223.7998046875,0
2006-01-27,4207.60009765625,4346.75,4204.35009765625,4342.85009765625,0
2006-02-03,4355.0498046875,4376.39990234375,4249.10009765625,4287.4501953125,0
2006-02-10,4298.7998046875,4429.2998046875,4289.0498046875,4426.5498046875,0
2006-02-17,4434.89990234375,4490.25,4362.7998046875,4368.85009765625,0
2006-02-24,4365.0,4377.7998046875,4277.60009765625,4372.0,0
2006-03-03,4371.89990234375,4555.2001953125,4340.4501953125,4550.75,0
2006-03-10,4551.14990234375,4681.5,4509.5498046875,4623.5,0
2006-03-17,4631.75,4686.64990234375,4623.7998046875,4636.89990234375,0
2006-03-24,4668.85009765625,4705.39990234375,4606.39990234375,4670.2001953125,0
2006-03-31,4683.2998046875,4797.64990234375,4662.0,4787.14990234375,0
2006-04-07,4796.39990234375,5081.9501953125,4796.39990234375,4949.4501953125,0
2006-04-14,4955.85009765625,5010.9501953125,4676.5,4763.7001953125,0
2006-04-21,4810.0,4988.89990234375,4805.85009765625,4972.64990234375,0
2006-04-28,4985.14990234375,5068.64990234375,4739.9501953125,5021.25,0
2006-05-05,5183.39990234375,5289.5,5169.64990234375,5251.5498046875,0
2006-05-12,5289.0,5349.35009765625,5196.14990234375,5203.2998046875,0
2006-05-19,5187.14990234375,5205.7001953125,4543.60009765625,4581.35009765625,0
2006-05-26,4638.89990234375,4638.89990234375,3999.550048828125,4453.60009765625,0
2006-06-02,4497.9501953125,4555.7998046875,4092.5,4259.75,0
2006-06-09,4235.64990234375,4313.0498046875,3372.699951171875,3726.85009765625,0
2006-06-16,3746.699951171875,3787.89990234375,3303.199951171875,3697.949951171875,0
2006-06-23,3722.75,3995.550048828125,3662.949951171875,3973.60009765625,0
2006-06-30,4018.699951171875,4027.050048828125,3754.75,3944.64990234375,0
2006-07-07,3966.800048828125,4019.10009765625,3871.89990234375,3884.14990234375,0
2006-07-14,3896.14990234375,3948.14990234375,3823.14990234375,3877.64990234375,0
2006-07-21,3871.5,3883.949951171875,3609.949951171875,3640.14990234375,0
2006-07-28,3608.75,3868.300048828125,3542.25,3838.800048828125,0
2006-08-04,3875.75,3973.800048828125,3835.550048828125,3906.0,0
2006-08-11,3906.050048828125,4176.2001953125,3891.5,4142.35009765625,0
2006-08-18,4173.75,4313.0498046875,4173.75,4275.75,0
2006-08-25,4298.4501953125,4356.7001953125,4210.5498046875,4314.5498046875,0
2006-09-01,4340.35009765625,4377.9501953125,4298.2001953125,4352.39990234375,0
2006-09-08,4382.7001953125,4514.14990234375,4382.7001953125,4504.60009765625,0
2006-09-15,4516.85009765625,4551.0498046875,4313.4501953125,4521.60009765625,0
2006-09-22,4543.0,4558.5,4428.39990234375,4512.4501953125,0
2006-09-29,4519.9501953125,4697.75,4497.60009765625,4691.64990234375,0
2006-10-06,4710.64990234375,4799.9501953125,4659.89990234375,4774.9501953125,0
2006-10-13,4757.7998046875,4850.64990234375,4718.60009765625,4775.5,0
2006-10-20,4784.75,4811.14990234375,4686.5498046875,4740.64990234375,0
2006-10-27,4775.89990234375,4844.10009765625,4728.25,4841.7998046875,0
2006-11-03,4844.25,4911.5,4793.35009765625,4876.4501953125,0
2006-11-10,4881.5498046875,4983.64990234375,4843.25,4967.64990234375,0
2006-11-17,4990.2998046875,5093.89990234375,4934.10009765625,4967.60009765625,0
2006-11-24,4927.85009765625,5079.25,4824.0,5053.25,0
2006-12-01,5064.0498046875,5133.2001953125,5010.5498046875,5126.5498046875,0
2006-12-08,5141.5,5182.9501953125,5084.5498046875,5099.5,0
2006-12-15,5099.89990234375,5099.89990234375,4655.64990234375,5011.4501953125,0
2006-12-22,5033.0498046875,5044.0,4888.0498046875,5017.2998046875,0
2006-12-29,5026.60009765625,5200.9501953125,5026.60009765625,5199.75,0
2007-01-05,5134.10009765625,5270.0498046875,5134.10009765625,5212.5498046875,0
2007-01-12,5211.60009765625,5246.2001953125,5051.60009765625,5227.7998046875,0
2007-01-19,5266.14990234375,5373.5,5250.5498046875,5283.35009765625,0
